Date,SP500_Close,Mom_Norm,Strength_Norm,Breadth_Norm,PutCall_Norm,VIX_Norm,SafeHaven_Norm,JunkBond_Norm,FGI_Equal,FGI_OLS,CNN_FearGreed
1998-02-27,1407.9000244140625,98.7606337224262,72.26392796660643,93.90277602690256,60.4467450044413,91.9915622944376,85.80401714524325,69.82402897342263,81.8562415904971,78.93717984199073,
1998-03-02,1405.72998046875,94.06065618718016,72.83599287833218,95.04951641047283,62.57045745836131,85.2827620455148,87.66033768900083,92.27905457709258,84.24839674942206,81.09150462905029,
1998-03-03,1411.5400390625,95.1020346938995,73.11045194190554,96.16988271038552,64.11034695700496,85.48526435889772,77.24527708529561,93.95321180154768,83.5966385069909,80.27860596349065,
1998-03-04,1405.56005859375,88.66064274465265,72.41565201527092,96.05621337874696,60.0931531106885,79.46387942525297,73.43258126786807,88.26727269785681,79.76991352004809,77.48201539315465,
1998-03-05,1389.27001953125,76.26561973807931,67.93415754326881,93.61397479331151,49.43835209120308,65.9549378636138,56.31484605638192,86.2117816638418,70.81909567852858,70.51995575804271,
1998-03-06,1417.0999755859375,92.12974737922944,68.65303938538037,93.62600583179756,53.81756747079488,80.63825701123999,66.78321855299569,78.27949609078118,76.27533310317412,74.75383319586419,
1998-03-09,1412.5799560546875,87.07801884473301,68.30573442521204,92.62327807092517,46.50895665027404,69.0856291510415,52.5267771602924,70.00969019921821,69.4482977859566,69.93647865772336,
1998-03-10,1428.6300048828125,94.6247940172944,69.31370997356713,93.29278360121388,49.78489614757505,74.64911827243505,58.80708512924077,67.10771990576023,72.51144386386946,72.51839789889284,
1998-03-11,1434.56005859375,95.25801531384808,68.74217259294998,94.48703138243836,53.59048585008429,77.96848664150218,55.79505671746538,66.810861114415,73.23601565895757,72.63446937627931,
1998-03-12,1436.72998046875,93.56897399317144,72.12573399410306,95.4267475701142,56.7959217549338,82.58138441630598,57.48796719009475,55.14978433687061,73.3052161793705,72.14822897659383,
1998-03-13,1434.989990234375,90.02069460072903,72.14168306259374,95.90272106216908,51.59384460401152,77.29379761240034,58.81753936603392,61.16063939720793,72.41870281502077,72.07106737336666,
1998-03-16,1449.3299560546875,95.2100147637209,72.13182932033982,96.81942017599408,53.15588062114452,78.26440894027667,63.60630496750538,61.409401112294255,74.37103712875363,74.1173693508322,
1998-03-17,1450.9100341796875,93.39841988608433,71.49426611827174,96.96318692241964,50.16054714832257,76.0225441996599,64.9328607148738,70.31761957331385,74.75563493756366,74.69129724105763,
1998-03-18,1457.7900390625,94.30990992251311,71.7713228991104,97.26779177816962,42.56737729882831,78.54022841639019,63.01012257825808,78.61346762619084,75.15431721706577,75.14841561961897,
1998-03-19,1463.510009765625,94.5168262026369,72.67533768714887,97.53784744254162,45.2828787241315,82.32864944801895,62.97620912960249,80.77719817514283,76.58499240131756,75.7720549154354,
1998-03-20,1476.1700439453125,97.96738713512718,72.96528698586307,98.20164613590762,46.23376682688269,72.20680939641129,59.24374255421935,79.96073611528013,75.25419644995587,75.89370807016171,
1998-03-23,1471.3499755859375,92.88378990174812,72.35283659620018,98.49197352327012,48.31976816462424,58.51426849772588,52.24319779367876,81.91897885906903,72.10354476233087,74.04783948158273,
1998-03-24,1484.9200439453125,96.83107912616916,72.84372061880923,99.23123486631395,51.64207089573792,51.73417577087656,58.11425418137347,83.77020706459203,73.45239178912459,76.21231915396406,
1998-03-25,1479.949951171875,91.81913382966798,73.41642484983456,99.05970466943856,56.20946199450599,30.50992482587147,57.12637245940142,93.31744026791694,71.6369232709481,76.16064765143074,
1998-03-26,1478.4300537109375,88.9279649442551,70.34038566591155,98.62825963167184,49.57034572363473,27.33224504520956,55.26228937776875,99.26798423819012,69.90421066094878,75.12345931226932,
1998-03-27,1471.489990234375,83.71216859354502,67.87914799167334,97.37076486913828,51.86944602839523,20.73443771475485,59.22115698480594,100.0,68.6838745974732,74.31426458178494,
1998-03-30,1468.969970703125,80.92100443186054,63.90512801848505,95.3195914723258,42.90675753144826,9.248983089469462,59.884631603914045,100.0,64.59801373535755,72.33383153482785,
1998-03-31,1480.0,84.4258845267963,62.23893227424797,94.05204180111954,36.31694529163814,14.274140098315677,59.716637371045394,73.36373849726381,60.62690283720381,69.34526363247345,
1998-04-01,1488.699951171875,86.53414901070045,61.18239290770809,93.14587144611798,41.01703442393016,23.09260859663737,61.303988359272175,70.22642137784646,62.35749516031606,69.69955151734001,
1998-04-02,1504.68994140625,91.81660961284068,63.94229874784093,92.98665385416122,51.04569941634784,36.69594358018272,74.71439934600677,59.32740195522023,67.21842950180002,72.55203629080907,
1998-04-03,1508.3199462890625,91.0615601268282,65.61612465907325,92.79650769474593,53.32170321103578,38.0030247140414,61.97735645201372,42.7021391142625,63.639773710285795,68.9953226892504,
1998-04-06,1506.56005859375,87.98910222460019,70.48691767413055,91.85658440270964,53.23496846674821,31.402433401991072,65.22087222648173,55.38306827757008,65.08199238203304,70.45291001688877,
1998-04-07,1491.1199951171875,78.92132862570651,68.2349081052932,89.40370619643915,45.40452694749622,19.578150347162925,51.28934642467569,51.42207171758656,57.750576909194294,64.80903026767518,
1998-04-08,1480.5400390625,72.54048937620765,65.16481444859966,86.7614515659545,25.095474080611904,24.6675092240188,53.004820372763135,60.06586811525243,55.32863245477256,62.72788113802506,
1998-04-09,1492.6800537109375,76.80883586087853,63.63677293406109,85.24561525024978,16.327690004028476,41.00393847531266,56.31383035111509,62.845834817175046,57.45464538468864,63.49874012329142,
1998-04-13,1491.449951171875,75.04390381659407,61.46991241293867,83.32533805158414,4.687566721168906,28.79711732485726,57.23060912171301,80.13077769188331,55.8121750201056,63.64285574564393,
1998-04-14,1499.5899658203125,77.81718138114017,60.29257409640595,82.6452134855976,10.577845920255854,40.32453025391938,57.48195361075085,64.89008374043539,56.289911784072146,62.77691611592389,
1998-04-15,1504.4000244140625,78.81081455058768,63.89727636364149,82.38555210193832,23.33898238888822,47.36394326241002,63.89069324422222,68.02014616863498,61.101058297188956,65.39675123430868,
1998-04-16,1489.43994140625,69.55134513328537,64.68983415148254,80.47594131494321,37.95664800202173,36.09286741285274,59.197110553536014,59.79575247269696,58.251357005831196,62.40370443268516,
1998-04-17,1509.010009765625,78.59905644960571,65.43226856280602,79.73025926733816,48.62008292456043,49.00272113368533,57.77628034716837,63.068131891738375,63.17554293955746,64.91013767591103,
1998-04-20,1510.260009765625,77.62013995421516,66.43095746737546,78.96427226475693,68.37779825845217,52.49534302743164,67.87283738666704,74.22041597111514,69.42596633285905,68.53602498566474,
1998-04-21,1514.3299560546875,78.08295900634322,65.13127248228368,78.31376577738669,76.42115206912477,57.13255060476919,72.19393596480438,81.21938132308722,72.642145318257,70.24783466955373,
1998-04-22,1519.6199951171875,79.40026583407838,63.23874492838358,77.52467343064455,79.42899098233504,61.39076459975101,70.30946589301985,80.20808496247616,73.07157009009833,69.94343483463129,
1998-04-23,1504.9100341796875,69.35797108211828,61.07163309254927,75.53806988241155,73.53152169355776,49.87464669333636,56.438570823803374,79.32653942188111,66.4484218128082,64.68682440550688,
1998-04-24,1489.2099609375,58.10432353160991,52.34964869298605,72.29415386635912,65.70255321392534,36.63291768953138,50.90214948105754,74.76401489509762,58.6785373386524,58.95656047586831,
1998-04-27,1460.5,37.02188654513894,31.793304458213072,66.94056534033912,46.3110627963826,0.0,42.34662257714356,81.43293310273347,43.69233925999295,49.43227354909106,
1998-04-28,1458.72998046875,32.54184810823617,17.8469977967478,62.53612110731472,31.27080728568349,17.42541423048644,45.785916657371246,84.31197074148868,41.67415370390406,46.25684285891028,
1998-04-29,1471.77001953125,39.076624592179485,9.855139433786178,59.61578860712554,23.47176318347205,31.487491243764552,50.79381154103276,79.82512696374867,42.01796365215844,45.96121868635954,
1998-04-30,1494.8900146484375,54.05254646073728,13.718025184820796,58.50107409248709,33.079321090336286,47.426256724027546,47.50960763739307,5.007184899396414,37.042002298456914,41.219917869346645,
1998-05-01,1507.3299560546875,61.37987600570388,21.584943183692307,58.36198969485024,43.32563053719456,65.2715911271008,48.81914520231107,5.007184899396414,43.392908664321304,44.387672998608274,
1998-05-04,1508.77001953125,60.08274401342814,41.94608914970633,58.5454519420025,53.03865839202061,55.96695427911167,51.84944294835547,16.215266701920342,48.234943918077846,48.402450737701386,
1998-05-05,1499.969970703125,50.1913631676607,54.397202323743095,58.01808225041028,52.382121764996654,45.36591265246816,54.7686886216424,24.035734859096365,48.451300805716784,48.815951577187924,
1998-05-06,1486.0999755859375,35.27854568856532,60.874637796222494,56.32164245075983,53.63160936631685,33.178690952678394,59.54068097648355,8.890156460845503,43.95942338455312,45.31383365300938,
1998-05-07,1472.97998046875,20.846084770629343,53.42869385307061,53.86607793736021,49.68587035110296,28.41934093306563,50.28366595089972,9.822557906930918,38.050327386151324,39.65140011235774,
1998-05-08,1490.47998046875,34.49347482534007,48.57530813004007,52.7506365881208,40.563185290970765,56.0129098557953,55.40339191667459,17.877739453120533,43.66809229429457,42.887239137864505,
1998-05-11,1489.199951171875,29.800121892980783,45.19645978201038,51.21478168128732,39.95131245845671,51.884262568697984,49.94005940140422,36.588806585382486,43.51082919574568,42.363755813324524,
1998-05-12,1501.5799560546875,39.00252622724973,39.77540983070689,50.1701907520992,43.8659434104296,52.91561915000144,47.03835531944279,5.987580675425917,39.82223219505078,39.8339309400907,
1998-05-13,1506.0,40.29573890431366,35.49619869849353,49.28297736777007,39.303741550654976,58.38664145396722,43.83720140570188,0.0,38.08607134012874,38.104514192420055,
1998-05-14,1504.030029296875,35.365944906987565,37.21113654363008,47.91350224310935,38.66224690855899,66.09770585304173,45.91712506155057,7.198675553824295,39.76661958152893,38.16235930073639,
1998-05-15,1492.4599609375,20.579730215788427,34.42513651123748,45.43806723417864,26.98692477574845,58.34420314463904,39.43086383185559,11.533442250085628,33.8197668519333,33.2129101466184,
1998-05-18,1488.7099609375,14.042778447199352,24.923413339436166,42.04585201512579,14.802558896579107,46.853137332849606,27.643400408545315,0.0,24.33016291996218,26.34080635306716,
1998-05-19,1493.699951171875,17.411669111363665,22.921881956481784,39.432862524707794,18.865320315490063,59.36026355815025,26.768339546045485,0.0,26.39433385889128,26.397276223959597,
1998-05-20,1506.75,28.26623901445773,19.78140493603022,37.3275124651707,26.10092324046538,64.25258260478812,18.545002802002674,0.0,27.753380723273533,26.848560991501895,
1998-05-21,1500.800048828125,19.85230706903021,17.309594276377382,34.944837214089176,24.967962077071565,69.2423803673685,25.73166188922229,8.35561882897241,28.629194531733063,26.40634685186151,
1998-05-22,1495.18994140625,12.542514206079062,13.6520910448834,32.001377765439784,34.75120514277482,73.11557240053378,25.25700698369007,6.939649622785254,28.32277388088373,24.335089141902476,
1998-05-26,1473.06005859375,0.0,12.990387758335878,27.475472638264225,48.36656417689802,44.27812373268412,25.6440321700582,1.5283076920707828,22.89755545261588,20.748243460445355,
1998-05-27,1470.8399658203125,0.0,1.435434593776499,22.75349477674837,39.43440988643604,40.14951178782033,23.1117289328989,0.8906315795219584,18.253601651028863,17.408964486498434,
1998-05-28,1478.280029296875,0.0,0.0,19.70231368178265,38.93150080935339,58.15588375490769,21.69105964391826,5.810706475321638,20.61306633789765,17.02844532648753,
1998-05-29,1469.18994140625,0.0,0.0,16.86291140623075,40.37141166897776,53.232840237807466,16.688655891134673,4.909662958844876,18.866497451856496,15.525989474046355,
1998-06-01,1469.4599609375,0.0,0.0,14.028942746773764,32.061369999326594,39.94839607170627,6.46659900380903,0.0,13.215043974516517,12.149513218079424,
1998-06-02,1472.47998046875,0.0,0.0,11.626051917871294,28.306078074507955,48.42238294644359,10.128381386705811,0.0,14.068984903646946,12.016380499853298,
1998-06-03,1458.6800537109375,0.0,2.40067453601408,9.228807464399928,33.05496862890759,40.99786877963414,8.228925940600234,0.0,13.415892192793704,11.593880313006945,
1998-06-04,1474.989990234375,0.9655536079367836,2.3550166721040355,8.321906946641242,35.80697501552545,56.41262802671368,19.33954464880456,0.0,17.600232131103674,13.576260760753147,
1998-06-05,1500.6800537109375,20.58837749132988,1.9476515654648447,9.23255476493631,39.204476119682326,69.42416706919605,27.750331298173304,0.0233633293454644,24.02441737687544,19.07299755956369,
1998-06-08,1503.27001953125,21.92890976429636,8.668692899353758,10.697849158436526,54.39658338101575,61.50480986268208,20.8814390423706,4.2633156770074905,26.048799969308927,20.56634679263075,
1998-06-09,1506.9300537109375,24.22969419360337,10.34457546867042,12.130752714821329,60.99383810979678,61.54246559424871,26.118078172993805,6.113902284272918,28.78190093405818,22.88286417633925,
1998-06-10,1498.75,17.799859138145713,9.504939407829092,12.565753442063894,67.5260581808341,51.87815339656062,16.585167010174082,0.0,25.122847225086776,19.857980050590324,
1998-06-11,1475.2900390625,1.2236405922942808,5.876975873303671,11.36161623130102,49.76355763009138,31.92956413242008,7.488617208828487,0.0,15.377710238319839,13.434912147261283,
1998-06-12,1481.06005859375,6.171434088574458,0.0,10.25473796431976,28.110046544091883,39.28239649098654,6.24472129963614,0.0,12.866190912515535,12.146407345172317,
1998-06-15,1451.6500244140625,0.0,0.0,7.703933559765744,5.445726404774561,10.243994158275676,2.059099513782108,0.0,3.636107662371154,8.092914490792033,
1998-06-16,1465.9100341796875,0.0,0.0,6.480764379205837,0.0,21.681602527120376,18.6140240910155,0.0,6.682341571048814,10.125813991104659,
1998-06-17,1492.280029296875,17.42950340219558,0.0,7.042938361994047,0.0,39.774076960440695,22.88290174978788,4.442159838991131,13.081654330487043,14.877748270135921,
1998-06-18,1491.3499755859375,16.95536752521741,0.0,7.275808306656231,0.0,44.15574676425702,25.89383023622199,4.86911952125498,14.1642674790868,15.396261500273223,
1998-06-19,1483.6500244140625,12.35917628841969,0.0,7.093590053631829,0.0,48.45289297352438,29.01935627161169,3.821185910039063,14.3923144996038,14.8987161936275,
1998-06-22,1487.1199951171875,14.755300043084064,0.0,7.526863601135851,13.625770588226402,48.3547709323397,39.081663291227606,4.220455276222779,18.223546247462334,17.79859666475607,
1998-06-23,1509.0699462890625,28.234560987049555,0.0,9.005156719441317,25.6205566328315,64.61597229891714,58.35738688273997,3.076992642652179,26.987232309090224,24.365414287085674,
1998-06-24,1527.1800537109375,38.97524129076419,2.7274292895803214,11.058627495142744,36.92827074196904,65.76742821273986,67.19655451839958,8.940267363033342,33.084831273089854,29.78461026869865,
1998-06-25,1522.3199462890625,35.06118736800532,7.595818507095778,12.660810226531702,49.46802087435665,63.48523553798056,59.50580529281817,10.07994779875527,33.979546515077615,29.588477107080333,
1998-06-26,1527.8599853515625,37.63218828991911,10.56123883383698,14.160493913455936,63.82962667798985,71.4652776888154,67.90899534854005,11.513078772854756,39.58155707505885,33.08175383882609,
1998-06-29,1535.010009765625,41.43251120698976,16.81722100147941,16.14102575456269,62.588964874456025,69.2482645473425,83.74303178781147,14.28392662823184,43.46499225726765,37.508249894013,
1998-06-30,1528.8699951171875,36.721559675117845,19.451059402868704,17.96451062951644,61.36032183444141,67.77694704408086,76.57920905139558,1.728182843365289,40.225970068683715,34.82385089138567,
1998-07-01,1548.77001953125,49.14532378986488,24.140974971360745,20.613622969183453,61.96920174347276,83.71532314550444,87.10299702536946,1.2882013122281748,46.8536635652834,40.05205793434576,
1998-07-02,1545.8900146484375,46.648932487439815,29.68423060871191,22.8936834623164,66.32739161852106,86.53998008098034,71.98307431342468,0.9125223348711772,46.42711641518075,38.66170153344492,
1998-07-06,1560.8299560546875,56.32865089750412,38.6181363862179,25.56827076950601,72.52051172134195,77.03645238498788,72.32277362732809,3.875833039163084,49.467232689435555,42.66111060342276,
1998-07-07,1557.25,53.13914659639027,42.65668080753946,27.73983071995789,74.30897251130224,76.55606868575488,70.93692523186046,9.420703840438875,50.67976119903484,43.47364011501912,
1998-07-08,1573.449951171875,63.73183457171468,44.774127646803805,30.24438987542712,82.8807247307816,82.86819699194285,74.85518999064777,14.487144343021647,56.2630868786199,47.98505116291136,
1998-07-09,1562.9200439453125,54.69494680973097,40.59112707039239,31.83855237166332,77.83129800411388,78.58399147755068,84.82732355752505,11.941761101495558,54.32985719892453,47.11929602765317,
1998-07-10,1570.7099609375,59.268127972278606,36.72428331707198,33.27637649385272,73.44973675031156,80.11517845646705,94.9169751509288,14.425265456740595,56.02513479966446,49.474590652770125,
1998-07-13,1571.9300537109375,58.89577267311118,30.482105917219023,34.1847418856135,74.6833978183601,76.2995948678106,100.0,20.52857406575682,56.43916960398158,50.41215683526942,
1998-07-14,1588.6700439453125,70.80376038131436,29.39790561292256,35.685834563211095,76.00556359815764,79.77466664319289,100.0,22.663123281653487,59.19012201149312,53.2451760508652,
1998-07-15,1584.93994140625,66.8958512394043,28.336758546076847,36.65224449916104,74.222849051936,79.26446832204684,100.0,27.258435014161623,58.94722952468378,53.007428911960375,
1998-07-16,1597.3599853515625,75.31555262420028,30.784548283815933,37.99663656087277,77.45177435597824,87.54567034006666,100.0,29.21054429147877,62.614960922344636,55.66115148242475,
1998-07-17,1601.0799560546875,77.41588580785411,34.80442240565228,39.12728124372699,81.2936335203088,93.7690872948605,100.0,29.82371308438135,65.17628905096912,57.104987651561224,
1998-07-20,1597.52001953125,73.650788160158,37.61364805328088,39.68931138305391,80.13727631118465,81.70840150739654,100.0,29.046240496399907,63.12080941592481,56.52804746862544,
1998-07-21,1571.8499755859375,50.483461131148765,32.44678200716487,39.067692954878666,75.83059127344968,54.07539324624339,86.58650047824473,29.63248524171206,52.58898661897743,48.933736689875275,
1998-07-22,1570.6300048828125,48.25224863513943,20.15984983300345,37.86846314006272,69.05201956800087,51.745950550208505,73.42873275001568,31.61376127136078,47.445860821113044,44.75421748864308,
1998-07-23,1537.8199462890625,15.871074040563585,6.159908466023758,35.29144499698916,67.89415230253013,25.35153320464883,54.28993183874024,29.077751322466725,33.41939945313747,33.038330317944535,
1998-07-24,1539.22998046875,16.369199107417273,0.0,32.59014865071188,62.33458121846304,25.958788505067805,56.56313313020018,31.07638069413485,32.12746161514214,32.09164013181989,
1998-07-27,1547.969970703125,23.747995458266978,0.0,30.042540523102662,56.140446125896766,25.58027080257136,56.28395871828567,31.720079951848128,31.930755939995922,32.541877544002176,
1998-07-28,1524.989990234375,2.328615442646857,0.0,26.610717890721368,51.20208793219382,5.819595040332786,41.22727805182224,38.8495140613183,23.719686917005042,25.651345186462972,
1998-07-29,1518.5,0.0,0.0,23.46927824032721,50.04511504307175,11.14720418048293,39.97800081499626,34.48185644053746,22.731636388487935,23.809820955520603,
1998-07-30,1542.6600341796875,18.528918531587195,0.0,22.03672835629841,53.99364830290202,32.56467852961252,44.65732978253397,33.39447724168161,29.310825820659375,28.036186086305147,
1998-07-31,1512.5899658203125,0.0,0.0,19.489276268038623,54.07648759992033,12.80536624775057,35.43436994854317,20.364111135668743,20.309944457131625,20.9291254755946,
1998-08-03,1501.530029296875,0.0,0.0,16.764016779528525,45.83986186949611,2.9964772075098693,24.80049739914864,14.374448695289963,14.967900278710438,17.447337037170303,
1998-08-04,1447.1500244140625,0.0,0.0,12.683975340761648,37.6234625402962,0.0,6.521839984892232,5.155265279082684,8.854934735004678,12.228242337281927,
1998-08-05,1459.9200439453125,0.0,0.0,9.57346418695778,26.273725616077005,0.0,0.2147178399366751,2.6011373928648,5.523292147976606,9.611439045137494,
1998-08-06,1471.1199951171875,0.0,0.0,7.60849136338183,15.664551186509245,0.0,11.337336383208566,4.084558044758133,5.527848139693965,10.371158367695172,
1998-08-07,1470.8800048828125,0.0,0.0,6.85850376062308,17.85626917946741,1.3282600893455268,13.736697863741057,0.0,5.682818699025294,10.263288596710614,
1998-08-10,1462.449951171875,0.0,0.0,5.672338896478465,20.652733041932176,0.0,5.193716504444716,0.0,4.502684063265049,8.835968476834339,
1998-08-11,1443.6099853515625,0.0,0.0,3.5776019838514586,18.36526402214428,0.0,0.0,0.0,3.1346951437136754,7.421760562214129,
1998-08-12,1464.469970703125,0.0,0.0,3.490924862962068,26.13950399840947,0.0,0.0,0.0,4.232918408767361,7.848560797784911,
1998-08-13,1451.9300537109375,0.0,0.0,3.063134863041256,24.87805318420936,0.0,0.0,0.0,3.991598292464372,7.674238439614312,
1998-08-14,1435.5799560546875,0.0,0.0,2.3690283759551463,8.017170773185114,0.0,0.0,0.0,1.4837427355914652,6.538832937377253,
1998-08-17,1463.8800048828125,2.800562088107654,0.0,2.8526210902133826,0.0,0.0,0.0,0.0,0.8075975969030048,6.7203100287431425,
1998-08-18,1487.7099609375,15.2703953445165,0.0,4.702071450723672,0.0,4.338455536439959,8.095557702367877,0.0,4.629497147721142,10.785124794848166,
1998-08-19,1483.56005859375,14.184797820653408,0.0,6.105046040851377,0.0,3.6652359684972495,7.425191423124147,0.0,4.482895893303738,10.80481928185716,
1998-08-20,1474.9200439453125,11.23793497600505,0.0,7.037116335476654,0.0,0.0,12.19709710266158,0.0,4.3531640591633245,11.14793095191322,
1998-08-21,1460.949951171875,6.291987860162848,0.0,6.94619401631725,0.0,0.0,2.5437224426216147,0.0,2.2545577598716724,8.736025025736291,
